TIMESTEP,MEAN(K),MINIMUM(K),MAXIMUM(K)
1980-05-21T00:00:00Z,283.9913,278.8,288.4
1980-05-22T00:00:00Z,282.46896,278.6,286.9
1980-05-23T00:00:00Z,284.9359,280.5,290.4
1980-05-24T00:00:00Z,288.17664,282.4,292.6
1980-05-25T00:00:00Z,279.17667,272.3,289.6
1980-05-26T00:00:00Z,275.9463,270.1,285.9
1980-05-27T00:00:00Z,276.34875,270.3,285.4
1980-05-28T00:00:00Z,277.11868,269.5,286.1
1980-05-29T00:00:00Z,279.33838,271.4,287
1980-05-30T00:00:00Z,281.98163,275,290.8
1980-05-31T00:00:00Z,285.86658,279.1,291.8
1980-06-01T00:00:00Z,285.20782,280.3,293.1
1980-06-02T00:00:00Z,285.15674,278.7,293.5
1980-06-03T00:00:00Z,285.91504,279.4,295.4
1980-06-04T00:00:00Z,281.87814,276.8,290.7
1980-06-05T00:00:00Z,278.7663,274.6,287.1
1980-06-06T00:00:00Z,280.35068,275.4,287.6
1980-06-07T00:00:00Z,282.6359,273.8,289.3
1980-06-08T00:00:00Z,276.1848,268.8,286.5
1980-06-09T00:00:00Z,274.21173,267.4,283.2
1980-06-10T00:00:00Z,276.261,270.2,288
1980-06-11T00:00:00Z,276.70633,271,287.3
1980-06-12T00:00:00Z,277.2561,271.4,285.3
1980-06-13T00:00:00Z,280.17654,275.5,288
1980-06-14T00:00:00Z,282.78128,275.5,288.7
1980-06-15T00:00:00Z,285.05292,278.9,290.1
1980-06-16T00:00:00Z,281.0179,275.5,292.6
1980-06-17T00:00:00Z,279.82208,274.5,288.5
1980-06-18T00:00:00Z,280.0194,275.4,287.6
1980-06-19T00:00:00Z,284.44308,277.8,288.3
1980-06-20T00:00:00Z,282.14975,276.5,287.4
1980-06-21T00:00:00Z,281.1248,276.3,287.5
1980-06-22T00:00:00Z,283.74088,278.7,290.7
1980-06-23T00:00:00Z,285.24527,280.3,290.5
1980-06-24T00:00:00Z,287.76663,283.6,291.7
1980-06-25T00:00:00Z,289.3028,284.4,293.5
1980-06-26T00:00:00Z,289.84995,284.9,294
1980-06-27T00:00:00Z,284.60114,277.1,292.4
1980-06-28T00:00:00Z,281.33295,273.3,293.1
1980-06-29T00:00:00Z,283.99887,278.8,292.6
1980-06-30T00:00:00Z,286.0786,280.6,293.9
1980-07-01T00:00:00Z,284.36823,279.1,291.5
1980-07-02T00:00:00Z,287.3041,281.5,293
1980-07-03T00:00:00Z,285.87424,280.2,296.6
1980-07-04T00:00:00Z,284.9541,280.1,297
1980-07-05T00:00:00Z,288.02478,280.2,294.5
1980-07-06T00:00:00Z,282.53366,278.3,291.7
1980-07-07T00:00:00Z,280.96527,276.3,290.1
1980-07-08T00:00:00Z,285.92102,280.7,292.8
1980-07-09T00:00:00Z,286.0027,279.9,293.5
1980-07-10T00:00:00Z,287.07776,279.7,295.6
1980-07-11T00:00:00Z,286.96872,281.3,293.7
1980-07-12T00:00:00Z,282.5237,275.3,293
1980-07-13T00:00:00Z,282.97906,277.6,290.9
1980-07-14T00:00:00Z,285.09802,280.8,292.7
1980-07-15T00:00:00Z,288.64127,283.7,293.3
1980-07-16T00:00:00Z,292.04147,287,296.3
1980-07-17T00:00:00Z,290.21066,284.2,298
1980-07-18T00:00:00Z,288.9447,282.5,296.7
1980-07-19T00:00:00Z,288.91415,283.5,296.8
1980-07-20T00:00:00Z,292.23615,287.6,299.1
1980-07-21T00:00:00Z,293.58713,286.6,299.2
1980-07-22T00:00:00Z,289.82614,283.9,299.5
1980-07-23T00:00:00Z,287.86246,282.2,298.8
1980-07-24T00:00:00Z,286.21286,280.5,295.6
1980-07-25T00:00:00Z,285.37634,280.6,293.3
1980-07-26T00:00:00Z,287.80722,283.7,294.2
1980-07-27T00:00:00Z,289.97467,284.2,295
1980-07-28T00:00:00Z,289.2965,283.7,294.1
1980-07-29T00:00:00Z,288.77536,283.3,294.9
1980-07-30T00:00:00Z,288.25595,283,296
1980-07-31T00:00:00Z,286.87683,280.6,294.9
1980-08-01T00:00:00Z,288.55637,281.6,296
1980-08-02T00:00:00Z,290.47827,285,297.3
1980-08-03T00:00:00Z,290.8883,284.9,297.1
1980-08-04T00:00:00Z,290.325,283.7,298.2
1980-08-05T00:00:00Z,289.5391,282.3,298.3
1980-08-06T00:00:00Z,290.69513,285.6,297.1
1980-08-07T00:00:00Z,288.84796,283.6,296.5
1980-08-08T00:00:00Z,291.71628,287.1,296.5
1980-08-09T00:00:00Z,287.77286,280.6,297.5
1980-08-10T00:00:00Z,286.0835,278,295.9
1980-08-11T00:00:00Z,287.50354,280.9,296.1
1980-08-12T00:00:00Z,288.3134,282.3,298.4
1980-08-13T00:00:00Z,286.21548,279.6,295.3
1980-08-14T00:00:00Z,286.55853,278.2,294.5
1980-08-15T00:00:00Z,286.12106,279.5,297
1980-08-16T00:00:00Z,283.533,277,292.8
1980-08-17T00:00:00Z,283.35934,277.8,291.1
1980-08-18T00:00:00Z,286.13623,279.9,292.7
1980-08-19T00:00:00Z,287.30087,282,293.4
1980-08-20T00:00:00Z,288.2294,281.6,294.6
1980-08-21T00:00:00Z,286.99188,280.6,294.1
1980-08-22T00:00:00Z,286.22498,280.3,293.9
1980-08-23T00:00:00Z,288.59348,281.8,293.4
1980-08-24T00:00:00Z,287.82974,282.9,292.9
1980-08-25T00:00:00Z,288.7833,284.8,293.4
1980-08-26T00:00:00Z,288.8531,283.5,293.7
1980-08-27T00:00:00Z,290.48215,285.6,295.3
1980-08-28T00:00:00Z,289.02698,281,295.3
1980-08-29T00:00:00Z,288.42566,280.3,295.1
1980-08-30T00:00:00Z,290.2841,281.9,295.4
1980-08-31T00:00:00Z,290.56113,284.5,295.3
1980-09-01T00:00:00Z,290.74103,283.9,297.1
1980-09-02T00:00:00Z,290.2141,285.2,296.8
1980-09-03T00:00:00Z,286.56247,280.5,295.5
1980-09-04T00:00:00Z,284.96237,278.7,292.4
1980-09-05T00:00:00Z,287.7519,284,294.3
1980-09-06T00:00:00Z,285.48538,280,295.5
1980-09-07T00:00:00Z,283.14966,278.6,290.8
1980-09-08T00:00:00Z,282.0249,274.2,289.2
1980-09-09T00:00:00Z,280.5112,272.6,289.3
1980-09-10T00:00:00Z,280.59778,275.1,289.7
1980-09-11T00:00:00Z,279.54852,274,287.7
1980-09-12T00:00:00Z,281.7287,273.6,289.6
1980-09-13T00:00:00Z,282.18323,273.8,290.5
1980-09-14T00:00:00Z,285.8418,279.7,292.2
1980-09-15T00:00:00Z,280.52002,273.6,290.7
1980-09-16T00:00:00Z,278.73593,273.2,289.1
1980-09-17T00:00:00Z,282.8617,277.7,289.7
1980-09-18T00:00:00Z,280.37427,274.2,293.6
1980-09-19T00:00:00Z,279.54285,273.9,290.5
1980-09-20T00:00:00Z,282.14432,277.3,289.3
1980-09-21T00:00:00Z,287.45865,280.6,292.9
1980-09-22T00:00:00Z,290.67508,285.3,296.5
1980-09-23T00:00:00Z,279.22736,272.6,291.4
1980-09-24T00:00:00Z,276.712,268.9,288.1
1980-09-25T00:00:00Z,279.26126,272.8,287.8
1980-09-26T00:00:00Z,277.06995,270.8,286
1980-09-27T00:00:00Z,274.25885,267.3,282.1
1980-09-28T00:00:00Z,274.88913,267.6,284
1980-09-29T00:00:00Z,274.0983,265.2,287.4
1980-09-30T00:00:00Z,281.932,274.3,286.4
1980-10-01T00:00:00Z,283.00986,278.9,287.1
1980-10-02T00:00:00Z,280.4558,276.3,288.9
1980-10-03T00:00:00Z,278.84738,273.7,288.6
1980-10-04T00:00:00Z,277.6511,273,285.4
1980-10-05T00:00:00Z,275.84692,271,285.1
1980-10-06T00:00:00Z,276.3858,271.6,284
1980-10-07T00:00:00Z,278.23184,273.3,285.8
1980-10-08T00:00:00Z,277.56863,272.8,285.1
1980-10-09T00:00:00Z,272.9342,266.7,283.9
1980-10-10T00:00:00Z,270.94855,264.9,280.9
1980-10-11T00:00:00Z,278.02475,271.2,288.5
1980-10-12T00:00:00Z,275.5245,270.1,282.9
1980-10-13T00:00:00Z,272.6717,266.5,279.8
1980-10-14T00:00:00Z,271.7921,265.5,278.3
1980-10-15T00:00:00Z,273.1095,265,280
1980-10-16T00:00:00Z,278.0832,268.7,286.4
1980-10-17T00:00:00Z,281.93948,272.6,288.4
1980-10-18T00:00:00Z,281.01642,276.5,289.7
1980-10-19T00:00:00Z,276.93607,271.4,286.4
1980-10-20T00:00:00Z,274.60605,269.2,282.6
1980-10-21T00:00:00Z,274.44043,268.8,282.2
1980-10-22T00:00:00Z,272.98026,266.7,280.9
1980-10-23T00:00:00Z,269.8949,264.5,277.2
1980-10-24T00:00:00Z,268.4759,264,277.2
1980-10-25T00:00:00Z,272.26398,265.7,282.3
1980-10-26T00:00:00Z,272.71036,266.7,279
1980-10-27T00:00:00Z,271.51987,265.2,277.8
1980-10-28T00:00:00Z,271.92572,266.2,279.5
1980-10-29T00:00:00Z,270.88748,264.9,277.5
1980-10-30T00:00:00Z,272.0538,265.4,278.2
1980-10-31T00:00:00Z,272.77786,268.4,278.9
1980-11-01T00:00:00Z,273.12796,266.5,279.1
1980-11-02T00:00:00Z,271.7534,263.9,278.5
1980-11-03T00:00:00Z,271.51404,263.3,278.4
1980-11-04T00:00:00Z,276.43616,270.5,282.9
1980-11-05T00:00:00Z,272.1784,264.1,279.7
1980-11-06T00:00:00Z,271.40973,264,277.8
1980-11-07T00:00:00Z,275.75864,270.3,281.1
1980-11-08T00:00:00Z,270.68402,261.4,280.9
1980-11-09T00:00:00Z,270.59897,261.6,279
1980-11-10T00:00:00Z,269.0085,262.6,276.4
1980-11-11T00:00:00Z,268.36877,261.6,274.9
1980-11-12T00:00:00Z,267.5367,261.4,274.5
1980-11-13T00:00:00Z,268.27484,262.6,275.2
1980-11-14T00:00:00Z,271.89648,263.4,280.6
1980-11-15T00:00:00Z,269.65717,260.6,280.5
1980-11-16T00:00:00Z,266.57816,259.5,273.9
1980-11-17T00:00:00Z,265.43448,257.6,272.6
1980-11-18T00:00:00Z,267.0798,260.5,274.1
1980-11-19T00:00:00Z,264.41147,257.2,272.5
1980-11-20T00:00:00Z,265.04105,258.4,273.7
1980-11-21T00:00:00Z,266.09235,258.8,276.1
1980-11-22T00:00:00Z,270.0517,265.7,276.5
1980-11-23T00:00:00Z,269.29742,262.3,276.4
1980-11-24T00:00:00Z,273.4832,269.1,280.8
1980-11-25T00:00:00Z,269.85654,263.7,278.7
1980-11-26T00:00:00Z,267.19318,261.4,274.7
1980-11-27T00:00:00Z,267.15405,259.8,274.9
1980-11-28T00:00:00Z,270.6025,264.7,278.9
1980-11-29T00:00:00Z,271.2076,266,277.6
1980-11-30T00:00:00Z,269.22305,263.3,275.1
1980-12-01T00:00:00Z,270.7306,264.9,277.9
1980-12-02T00:00:00Z,271.66614,265,279.9
1980-12-03T00:00:00Z,258.97266,249.7,269.8
1980-12-04T00:00:00Z,257.46597,249,268.4
1980-12-05T00:00:00Z,257.90152,251.2,268.6
1980-12-06T00:00:00Z,260.6206,254,271
1980-12-07T00:00:00Z,266.78943,258.7,274.5
1980-12-08T00:00:00Z,271.54337,264.5,277.4
1980-12-09T00:00:00Z,269.0228,261.8,279.1
1980-12-10T00:00:00Z,267.5119,260.6,277.3
1980-12-11T00:00:00Z,259.7739,247.6,271.7
1980-12-12T00:00:00Z,262.0427,252.2,272.1
1980-12-13T00:00:00Z,262.70865,252.4,275.2
1980-12-14T00:00:00Z,256.72824,244.6,269.1
1980-12-15T00:00:00Z,255.63205,244,267.4
1980-12-16T00:00:00Z,261.13983,254.1,274.1
1980-12-17T00:00:00Z,255.2209,247.2,267.8
1980-12-18T00:00:00Z,257.9466,250.1,269.5
1980-12-19T00:00:00Z,255.49345,245.4,266.6
1980-12-20T00:00:00Z,254.42334,244.6,264.1
1980-12-21T00:00:00Z,256.6394,247.3,265.4
1980-12-22T00:00:00Z,257.961,251,265.9
1980-12-23T00:00:00Z,262.04306,255.9,273.2
1980-12-24T00:00:00Z,254.66425,244.7,273.2
1980-12-25T00:00:00Z,245.1083,234.4,257.9
1980-12-26T00:00:00Z,251.14403,241.6,262.5
1980-12-27T00:00:00Z,257.70764,251.4,268.2
1980-12-28T00:00:00Z,257.60037,245.3,272.3
1980-12-29T00:00:00Z,269.08875,263.7,275.7
1980-12-30T00:00:00Z,255.35408,245.7,269.4
1980-12-31T00:00:00Z,255.72069,245.2,270.9
1981-01-01T00:00:00Z,258.4316,245.5,270.9
1981-01-02T00:00:00Z,252.97046,241.1,267.2
1981-01-03T00:00:00Z,249.47098,236.3,264.8
1981-01-04T00:00:00Z,246.84058,236.1,258.6
1981-01-05T00:00:00Z,251.18843,241,260.1
1981-01-06T00:00:00Z,257.16867,250.3,265.5
1981-01-07T00:00:00Z,254.75105,247.3,266.5
1981-01-08T00:00:00Z,252.58926,244.2,261.3
1981-01-09T00:00:00Z,253.02313,244.4,262.5
1981-01-10T00:00:00Z,252.28525,243.3,262.2
1981-01-11T00:00:00Z,248.81322,239.8,259.6
1981-01-12T00:00:00Z,247.50787,239.8,257.6
1981-01-13T00:00:00Z,250.00142,241.2,262.4
1981-01-14T00:00:00Z,252.26865,242.7,265.5
1981-01-15T00:00:00Z,259.8301,249.7,270.5
1981-01-16T00:00:00Z,261.2221,252.6,272.1
1981-01-17T00:00:00Z,256.2769,248.2,264.2
1981-01-18T00:00:00Z,254.95819,246.8,262.1
1981-01-19T00:00:00Z,261.55182,255.5,268.6
1981-01-20T00:00:00Z,256.80734,247.3,270.2
1981-01-21T00:00:00Z,254.28271,243.5,268.4
1981-01-22T00:00:00Z,261.3544,256.6,269.4
1981-01-23T00:00:00Z,265.4345,259,272.2
1981-01-24T00:00:00Z,263.386,255.4,272.8
1981-01-25T00:00:00Z,260.02664,250.9,272.3
1981-01-26T00:00:00Z,268.12936,260.2,275.2
1981-01-27T00:00:00Z,268.0388,260.5,275.5
1981-01-28T00:00:00Z,265.26694,254.7,275.2
1981-01-29T00:00:00Z,260.42078,251.9,271
1981-01-30T00:00:00Z,256.0486,247,267.6
1981-01-31T00:00:00Z,255.66434,249.1,265.9
1981-02-01T00:00:00Z,260.98526,253.7,271.3
1981-02-02T00:00:00Z,264.95782,259.3,274.4
1981-02-03T00:00:00Z,257.4305,251.2,265.6
1981-02-04T00:00:00Z,256.81482,251.1,265.2
1981-02-05T00:00:00Z,254.52052,248.3,264
1981-02-06T00:00:00Z,258.37137,252.4,267.7
1981-02-07T00:00:00Z,264.7737,259,272.3
1981-02-08T00:00:00Z,266.70715,260,275.2
1981-02-09T00:00:00Z,263.01132,256.9,269.9
1981-02-10T00:00:00Z,262.74142,255.6,271.2
1981-02-11T00:00:00Z,267.3959,256.9,277.4
1981-02-12T00:00:00Z,257.44208,248.8,268.2
1981-02-13T00:00:00Z,256.49237,248.6,266.7
1981-02-14T00:00:00Z,261.90555,255.9,269.8
1981-02-15T00:00:00Z,263.96774,255.9,272.7
1981-02-16T00:00:00Z,269.53616,263.1,276.8
1981-02-17T00:00:00Z,273.4758,268.8,277.4
1981-02-18T00:00:00Z,274.185,269,278.3
1981-02-19T00:00:00Z,277.2413,271,281.8
1981-02-20T00:00:00Z,278.32416,273.7,282.3
1981-02-21T00:00:00Z,277.28885,272,281.3
1981-02-22T00:00:00Z,276.24115,271.2,279.4
1981-02-23T00:00:00Z,275.803,269,280.6
1981-02-24T00:00:00Z,274.34982,269.6,280.5
1981-02-25T00:00:00Z,272.38028,267.8,277.3
1981-02-26T00:00:00Z,271.27658,265.6,277.6
1981-02-27T00:00:00Z,268.36884,261.9,275.8
1981-02-28T00:00:00Z,269.53146,264.5,275
1981-03-01T00:00:00Z,270.25833,264.1,276.2
1981-03-02T00:00:00Z,267.87912,262.1,277.4
1981-03-03T00:00:00Z,263.7621,255.8,272.9
1981-03-04T00:00:00Z,263.5798,255.3,272.3
1981-03-05T00:00:00Z,267.48416,260.2,274.5
1981-03-06T00:00:00Z,266.19434,259.6,271.8
1981-03-07T00:00:00Z,267.66812,262.9,272.8
1981-03-08T00:00:00Z,269.9795,264.3,275.3
1981-03-09T00:00:00Z,270.10864,264.9,276.1
1981-03-10T00:00:00Z,270.00494,264.1,275.1
1981-03-11T00:00:00Z,268.9732,262.8,275.4
1981-03-12T00:00:00Z,267.82388,262,274.3
1981-03-13T00:00:00Z,268.91046,264,274.7
1981-03-14T00:00:00Z,263.91998,256.7,272.2
1981-03-15T00:00:00Z,265.90005,257.9,272.6
1981-03-16T00:00:00Z,263.35773,254.7,274.3
1981-03-17T00:00:00Z,260.75278,253.9,271.3
1981-03-18T00:00:00Z,259.54208,252.9,267.9
1981-03-19T00:00:00Z,262.88663,254.8,271.7
1981-03-20T00:00:00Z,264.2448,258.6,272.8
1981-03-21T00:00:00Z,264.758,259.8,273.5
1981-03-22T00:00:00Z,269.48166,261.5,275.1
1981-03-23T00:00:00Z,270.43387,261.9,276.4
1981-03-24T00:00:00Z,271.28693,265.5,275.7
1981-03-25T00:00:00Z,271.14914,265.1,276.8
1981-03-26T00:00:00Z,270.61835,264.4,277.5
1981-03-27T00:00:00Z,272.35138,264.8,276.7
1981-03-28T00:00:00Z,270.23392,263,277
1981-03-29T00:00:00Z,274.6067,268.6,279.3
1981-03-30T00:00:00Z,279.26935,272.9,283
1981-03-31T00:00:00Z,278.92978,271.6,286.4
1981-04-01T00:00:00Z,277.69614,271.1,283.7
1981-04-02T00:00:00Z,275.33865,269.6,282.4
1981-04-03T00:00:00Z,274.69376,268.9,280.9
1981-04-04T00:00:00Z,282.86203,276.5,288.2
1981-04-05T00:00:00Z,276.98932,270.7,286.5
1981-04-06T00:00:00Z,271.42413,265.8,278.5
1981-04-07T00:00:00Z,270.312,265.1,277.2
1981-04-08T00:00:00Z,274.88754,270.1,281.5
1981-04-09T00:00:00Z,278.0386,273.6,282.4
1981-04-10T00:00:00Z,275.29022,272.2,282.1
1981-04-11T00:00:00Z,278.66922,272.6,283.4
1981-04-12T00:00:00Z,276.34286,268.6,282.2
1981-04-13T00:00:00Z,274.73138,268,280.9
1981-04-14T00:00:00Z,272.35397,266.1,280.4
1981-04-15T00:00:00Z,268.81744,260.6,277.2
1981-04-16T00:00:00Z,270.08823,264,276.9
1981-04-17T00:00:00Z,274.9949,270.4,281.2
1981-04-18T00:00:00Z,276.70584,269.2,284.8
1981-04-19T00:00:00Z,272.69003,265.5,280.6
1981-04-20T00:00:00Z,270.28464,263.2,278.3
1981-04-21T00:00:00Z,268.38324,261.5,275.6
1981-04-22T00:00:00Z,269.21674,262,277.4
1981-04-23T00:00:00Z,274.05035,265.7,281.1
1981-04-24T00:00:00Z,276.68826,271.6,285.9
1981-04-25T00:00:00Z,275.55066,271.4,281.9
1981-04-26T00:00:00Z,275.12384,270.7,280.6
1981-04-27T00:00:00Z,276.65802,271.7,283.6
1981-04-28T00:00:00Z,278.49252,273.6,284.2
1981-04-29T00:00:00Z,280.03897,275,285.5
1981-04-30T00:00:00Z,278.14572,272,286.8
1981-05-01T00:00:00Z,276.69766,271.9,284
1981-05-02T00:00:00Z,275.25104,269.8,285.3
1981-05-03T00:00:00Z,274.65594,269.3,285.1
1981-05-04T00:00:00Z,277.10764,272.3,282.5
1981-05-05T00:00:00Z,281.11783,275.1,287.3
1981-05-06T00:00:00Z,276.0421,269,285.4
1981-05-07T00:00:00Z,272.98737,265.7,283.3
1981-05-08T00:00:00Z,274.01297,268.9,282.2
1981-05-09T00:00:00Z,275.56165,269.5,281.6
1981-05-10T00:00:00Z,279.80048,274.1,284.9
1981-05-11T00:00:00Z,282.9959,276.1,288.9
1981-05-12T00:00:00Z,278.7075,273.7,288
1981-05-13T00:00:00Z,276.13455,271.5,283.6
1981-05-14T00:00:00Z,277.27057,271.6,285.1
1981-05-15T00:00:00Z,280.52664,275.1,288.7
1981-05-16T00:00:00Z,279.19138,273,288.1
1981-05-17T00:00:00Z,273.61884,267.2,284.7
1981-05-18T00:00:00Z,271.15576,265.1,282.2
1981-05-19T00:00:00Z,272.09464,267.5,282
1981-05-20T00:00:00Z,274.79327,269.4,283.4
1981-05-21T00:00:00Z,278.71802,273.8,284.9
1981-05-22T00:00:00Z,281.66043,276.1,286.2
1981-05-23T00:00:00Z,281.05365,274.3,287.8
1981-05-24T00:00:00Z,281.28534,274.8,288.1
1981-05-25T00:00:00Z,285.2997,279.9,289.8
1981-05-26T00:00:00Z,286.80035,282,291.5
1981-05-27T00:00:00Z,287.00998,281.5,292.2
1981-05-28T00:00:00Z,287.2436,283.4,290.6
1981-05-29T00:00:00Z,286.5646,281.3,291.5
1981-05-30T00:00:00Z,286.05313,281.1,292.6
1981-05-31T00:00:00Z,281.17105,274.9,291.5
1981-06-01T00:00:00Z,279.3642,273.3,286.8
1981-06-02T00:00:00Z,281.79346,276.2,288.7
1981-06-03T00:00:00Z,283.79672,277.6,290
1981-06-04T00:00:00Z,287.453,282.1,293.1
1981-06-05T00:00:00Z,285.8497,280.3,292.7
1981-06-06T00:00:00Z,286.5036,282,292.7
1981-06-07T00:00:00Z,281.36597,273.6,289.8
1981-06-08T00:00:00Z,280.1615,272.5,288.3
1981-06-09T00:00:00Z,284.55225,278.6,291.8
1981-06-10T00:00:00Z,282.5286,275.8,289.7
1981-06-11T00:00:00Z,283.15817,278.3,289.5
1981-06-12T00:00:00Z,283.86008,277.8,290.4
1981-06-13T00:00:00Z,286.18808,278.4,292.1
1981-06-14T00:00:00Z,286.09845,280.9,292
1981-06-15T00:00:00Z,289.0811,280.7,298.1
1981-06-16T00:00:00Z,292.96857,288.3,296.1
1981-06-17T00:00:00Z,287.07397,280.9,293.8
1981-06-18T00:00:00Z,285.00546,279.8,291
1981-06-19T00:00:00Z,288.83383,283.2,293.1
1981-06-20T00:00:00Z,287.00388,281.7,293.5
1981-06-21T00:00:00Z,285.43936,280.8,293.9
1981-06-22T00:00:00Z,285.9077,280.3,296.4
1981-06-23T00:00:00Z,283.65182,277.9,291.1
1981-06-24T00:00:00Z,283.24954,276.8,291
1981-06-25T00:00:00Z,287.27463,282.2,295
1981-06-26T00:00:00Z,282.7427,277.3,291
1981-06-27T00:00:00Z,280.92004,276.2,289.2
1981-06-28T00:00:00Z,284.08228,280.1,290.4
1981-06-29T00:00:00Z,285.93896,281.5,291.8
1981-06-30T00:00:00Z,288.71014,283.2,294.7
1981-07-01T00:00:00Z,287.9513,282.8,293.2
1981-07-02T00:00:00Z,287.79,282.1,294.1
1981-07-03T00:00:00Z,287.39792,282.6,293.8
1981-07-04T00:00:00Z,288.98877,283.6,294.8
1981-07-05T00:00:00Z,289.6533,283.1,295.1
1981-07-06T00:00:00Z,290.391,284.2,296.9
1981-07-07T00:00:00Z,290.1305,285.9,297.1
1981-07-08T00:00:00Z,291.18503,286.8,296.3
1981-07-09T00:00:00Z,292.3118,287.8,297.2
1981-07-10T00:00:00Z,289.65372,284.6,298.6
1981-07-11T00:00:00Z,286.8085,283,295.5
1981-07-12T00:00:00Z,289.4593,283.6,294.5
1981-07-13T00:00:00Z,290.3113,284.8,296.7
1981-07-14T00:00:00Z,286.91852,281.3,293.3
1981-07-15T00:00:00Z,285.4101,280.4,291.7
1981-07-16T00:00:00Z,284.97635,279.7,292
1981-07-17T00:00:00Z,287.34668,282.8,293.4
1981-07-18T00:00:00Z,288.65616,280.8,295.8
1981-07-19T00:00:00Z,289.55017,282.9,296.2
1981-07-20T00:00:00Z,289.14062,281.9,297.5
1981-07-21T00:00:00Z,288.6347,282.2,297.9
1981-07-22T00:00:00Z,284.36047,277.7,295.7
1981-07-23T00:00:00Z,282.2162,275.4,292.4
1981-07-24T00:00:00Z,285.37708,278.3,294.4
1981-07-25T00:00:00Z,285.93375,279.8,293.4
1981-07-26T00:00:00Z,287.71957,281,295.5
1981-07-27T00:00:00Z,286.85294,278.4,297.1
1981-07-28T00:00:00Z,284.57092,276.9,293.8
1981-07-29T00:00:00Z,283.46967,277.1,292.2
1981-07-30T00:00:00Z,282.20212,276.7,290.2
1981-07-31T00:00:00Z,284.98416,279.1,292.4
1981-08-01T00:00:00Z,286.34326,281.1,291.9
1981-08-02T00:00:00Z,287.22656,281.9,291.8
1981-08-03T00:00:00Z,288.75433,283.2,293.6
1981-08-04T00:00:00Z,288.70398,282.2,295.9
1981-08-05T00:00:00Z,288.66074,282.6,295.5
1981-08-06T00:00:00Z,286.52676,280.6,292.4
1981-08-07T00:00:00Z,286.54648,278.3,294
1981-08-08T00:00:00Z,286.22394,278.8,294.8
1981-08-09T00:00:00Z,287.25397,279.6,295.8
1981-08-10T00:00:00Z,288.01492,281.7,297.5
1981-08-11T00:00:00Z,288.6201,282.8,295.3
1981-08-12T00:00:00Z,286.9607,281.1,298
1981-08-13T00:00:00Z,284.73505,276.9,296.1
1981-08-14T00:00:00Z,285.43332,273.9,294.6
1981-08-15T00:00:00Z,288.07492,280.4,297.8
1981-08-16T00:00:00Z,282.59708,275.5,293.5
1981-08-17T00:00:00Z,280.35266,274.9,288.7
1981-08-18T00:00:00Z,279.8878,274.8,288.9
1981-08-19T00:00:00Z,284.4482,277.9,291.4
1981-08-20T00:00:00Z,284.8734,279.5,290.3
1981-08-21T00:00:00Z,286.0272,280.3,290.5
1981-08-22T00:00:00Z,286.59134,282,291.8
1981-08-23T00:00:00Z,285.69977,280.2,292.8
1981-08-24T00:00:00Z,285.5865,279.4,290.7
1981-08-25T00:00:00Z,284.02338,277.5,289.7
1981-08-26T00:00:00Z,282.73944,275.9,289.2
1981-08-27T00:00:00Z,286.45367,278.7,293.5
1981-08-28T00:00:00Z,285.67758,277.7,295.6
1981-08-29T00:00:00Z,286.8896,280,294.5
1981-08-30T00:00:00Z,287.0232,281.3,294.3
1981-08-31T00:00:00Z,287.9432,283.3,293.3
1981-09-01T00:00:00Z,287.9165,283.1,293.3
1981-09-02T00:00:00Z,288.25623,283.4,293.5
1981-09-03T00:00:00Z,287.8422,282.4,292.9
1981-09-04T00:00:00Z,287.03732,282.2,292.2
1981-09-05T00:00:00Z,286.61624,281.7,291.1
1981-09-06T00:00:00Z,287.01404,282.1,292
1981-09-07T00:00:00Z,286.6495,281,291.2
1981-09-08T00:00:00Z,285.5392,281.5,291.7
1981-09-09T00:00:00Z,279.90515,272.3,289.3
1981-09-10T00:00:00Z,278.61316,272.1,287.2
1981-09-11T00:00:00Z,283.54318,276.3,290.2
1981-09-12T00:00:00Z,284.97787,278.6,293.2
1981-09-13T00:00:00Z,283.51035,278.2,291
1981-09-14T00:00:00Z,286.1252,280.4,291.3
1981-09-15T00:00:00Z,283.97046,277.8,294.2
1981-09-16T00:00:00Z,281.53384,276.1,289.9
1981-09-17T00:00:00Z,281.25555,275.3,289.6
1981-09-18T00:00:00Z,281.06723,275.7,289.9
1981-09-19T00:00:00Z,281.1972,276.4,287.6
1981-09-20T00:00:00Z,278.40976,273,288
1981-09-21T00:00:00Z,276.50946,271.5,286.2
1981-09-22T00:00:00Z,279.05728,273.6,288.8
1981-09-23T00:00:00Z,277.97818,273.1,284.4
1981-09-24T00:00:00Z,278.3043,273.8,283.5
1981-09-25T00:00:00Z,278.7103,274.4,284.4
1981-09-26T00:00:00Z,282.04022,276,287.8
1981-09-27T00:00:00Z,284.1428,279.2,288.5
1981-09-28T00:00:00Z,277.1852,270,283.9
1981-09-29T00:00:00Z,275.21295,268,282
1981-09-30T00:00:00Z,273.18793,266.1,281.7
1981-10-01T00:00:00Z,272.84448,266,280.3
1981-10-02T00:00:00Z,275.59988,270.4,284.1
1981-10-03T00:00:00Z,274.97855,270.2,281.4
1981-10-04T00:00:00Z,275.6148,270.2,281.6
1981-10-05T00:00:00Z,278.14566,270.2,285.2
1981-10-06T00:00:00Z,279.02255,271,287.5
1981-10-07T00:00:00Z,276.34232,270.4,283.2
1981-10-08T00:00:00Z,276.0441,270.4,281.8
